10205834,fruitycandy,50, 2번째 방문 만족이에요,첫번째는 평일특가로 방문 수영장은 투숙객 전체 무료인지 알았는데 이그제큐티브만 가능하다해서 수영 포기 ㅜ<br/>생일숙박이라 수영복 다 싸들고갔는데 기분이 좀 그랬어요<br/>이번에 하나투어 특가로 조식포함 패키지 수영장무료 웰컴커피2잔 무료 해서 묵었습니다<br/>수영장 무료가 가장 컸네요 ㅎㅎ<br/>갈때마다 업글해주신건 감사했어요<br/>처음은 남산뷰라 정말 좋았는데 두번째는 남산뷰가 아니어서 약간 ㅜ<br/>수영장 있고 위치도 좋은 이정도 가격대 호텔을 찾기가 쉽지않네요<br/>7월 이그제큐티브룸으로 또 가려고 예약해놨어요<br/>직원분들도 친절하고 조식도 적당히 맛있고 마음에 들어요
10205834,wizardjean24,50, 맘에 쏙 듭니다,"더운 여름에 갔었는데, 수영장이 있어서 굿~~ 풀장 규모는 작지만 샤워장도 깨끗하고 쾌적해서 잘 즐기다 왔습니다. 하나투어에서 만든 호텔인 만큼 객실도 깔끔하고요."
10205834,Byung-June K,50, 정말 쾌적한 호텔입니다.,"오버부킹이 되어서 룸을 업그레이드 받았는데요. 여자친구가 굉장히 만족해서 기분좋은 숙박이었습니다. 무료 사우나 시설도 괜찮았고, 객실 인테리어가 모던하고 깔끔해서 좋았습니다."
10205834,dothebambi,50, 완전 만족합니다,위치는 단연 최고이고. 신세계백화점 걸어갔다오기 너무 좋았어요. 조식은 이용 못했지만 수영장도 작지만 사람이 적어서 쾌적하고 락스냄새도 별로 안났습니다. 룸은 정말 청결하고 침대도 포근했어요. 남산도 바로 보이는 뷰에 너무 만족했습니다.
10205834,봉기 문,40, 방문기,"서울 남대문 회현역 앞에 있는 호텔입니다. 비교적 대중적인 호텔로 남대문 시장이 가까워 시장 투어가 좋고, 바로 앞에 명동이 있어, 이동과 쇼핑이 매우 편리한 호텔입니다."
10205834,Bo ram C,40, 가성비 좋은 호텔,명동과 가깝고 길만 건너면 남대문 시장 구경 할 수 있고 방에서 남산을 볼 수 있는 가성비 좋은 호텔이예요. 그래서인지 관광객들로 붐벼서 조식 먹을 때 조금 불편하긴 했어요. 조식 먹으려면 일찍 내려가길 추천합니다.
10205834,박박박이,50, 가성비 정말 좋은 호텔,"친구들과 휴식 겸 방문했습니다.<br/><br/>새로 지어진 건물이라 아주 깨끗하고 좋았습니다.<br/><br/>어매니티도 매우 좋았고 특히 이불이 너무 좋아 따로 구매하고싶을 정도였습니다.<br/><br/>아침 조식도 양식과 한식으로 구성되었는데, 한식이 정말 맛있었어요.<br/><br/>젓갈이랑 구운김이 있어...정말 짱맛! <br/><br/>기분 좋은 휴식이었습니다!"
10205834,GREATDIA,50, 깨끗한 방,"두객실을 예약했고 일행과 같은층이 가능한지 여쭤봤는데 정지혜님께서 바로 같은층과 남산뷰로 적용해주셔서 편하게 이용할수있었습니다. 건물과 객실모두 깨끗했습니다. 조식당도 붐비지않고 바로 식사가능했고, 주차장도 13시까지 무료로 이용 가능했습니다. (주차장은 호텔 바로옆이지만 이어지는 길이 외부로만 있었어요) 웃으면서 친절히 응대해주신 정지혜님과 케빈님덕분에 즐겁게 머물다갑니다!~"
10205834,배상운,50, 집같이 편안한 호텔,"2주전 4월 14일 결혼기념일도 있고 남대문 시장 쇼핑도 하고 겸사겸사 티마크 그랜드 호텔 명동을 선택했다.<br/>체크인 후 객실에 들어가자 4살 딸은 침대가 마음에 드는지 침대에서 누워서 뒹구르르 하기도 하고 나가자고 하니 침대에서 나올 생각을 안하기에.. 순간 침대를 어디서 구매했는지 알아 볼려고 했다.<br/>쇼핑전에 수영장에서 물놀이를 할려고 하는데 4월이라 그런지 물이 차가웠다. 그래서 직원에게 말을 하니 조금이나마 온수를 틀어서 물 온도를 올려주려도 하는 작은 마음에도 감동을받았고 조식에도 딸이 맛있게 먹는 모습에 호텔 선택을 잘 했다는 생각이 들었다.<br/><br/>다음에 기회가 된다고 하면.. 꼭 티마크 그랜드 명동에 와야지 하는.. 생각이 들었고<br/>가격대비 모든게 마음에 들었습니다.<br/><br/>모든 친절한 직원들에게 감사함을 전하며, 특히 객실 정비가 너무 잘 되어 있고 깨끗해서 너무 마음에 들었습니다."
10205977,JEONGTAK K,40, 서울역 근처 + 가성비,서울역에서 가까워 걸어서 이동할 수 있습니다. 출장 등으로 서울역 근처에서 하루 지내기에 적절합니다.
10205977,Ryanghyun K,40, 루프탑 생일파티 성공적,친구들과 생일파티했어요<br/>방이 좁긴 좁아요.. 그게 가장 큰 단점이지만 호스트가 친절해서 편하게 쉬다 갑니다.<br/>조식도 잘챙겨주셨어요^^ 치즈라면 샌드위치 맛있었습니다♡
10331620,oheuntak,50, 다음 여행때 또 가고 싶어요~!,"하루는 위치는 너무 좋아요<br/>바로 옆 종각(걸어서 1분)지하철역이 있고요  <br/>동대문, 광화문, 명동, 서울시청, 서울역 바로 몇정거장이면 갑니다 <br/>버스 정류장도 지하철역 바로 옆입니다 <br/>그리고 젊은의 거리라서  상가와 맛집들이 많아서 좋아요<br/>가장 좋은점은 창가로 보이는 청계전입니다 <br/>밑을 내려다 보면 청계천이 보이고요<br/>밤에 야경과 어울러 지면 너무 예버요~!<br/> 강추 합니다"
10331620,kkamyu10,50, 주변사람들에게 자신있게 추천 할 수 있는 곳,"여행할때 젤 중요한 위치- 종각역 1호선, 을지로입구역 2 호선이 모두 다 가까워서 이동하기가 아주 쉬웠습니다. 덕분에 쇼핑도 편하게 일도 편하게 보고 아주 좋네요 :)<br/><br/>호스텔이라고 해서 저렴하기만 하고 시설은 그저 그런게 아니라 정말 호텔급 시설이라 놀랍더라고요~ <br/>지은지 얼마 안되서 그런지 깔끔하고 정리도 잘 되어있고... 혹시 주변 사람이나 비지니스일로 묵을 곳을 찾는 사람에게 자신있게 추천할 수 있는 호스텔입니다. <br/>제가 묵은 패밀리룸은 전망도 청계천이 시원하게 보이고 햇볕이 잘 들어와서 불을 따로 키지 않아도 밝고 좋았어요.<br/>하루 종일 돌아다니면 힘들고 지친데 침구가 워낙 좋아서 꿀잠자고 휴식 제대로 취하고 돌아갑니다~ <br/>무료 조식인데도 음식도 다양하고 퀼리티도 아주 맘에 들었어요. 다음에 꼭 또다시 올게요!"
10331620,햇님 김,50, 깔끔한 숙소,"번화가에 위치해 있어 위험하지 않고 11층 룸이 있는 복도로 오면 호텔처럼 깔끔하고 향기로운 냄새가 납니다~ 방에서 보는 야경도 꽤 괜찮은 편이고 침구류도 더럽지 않고 깔끔히 정돈되있었네요! <br/>게스트하우스 4인실을 이용했는데 화장실 불편한거 없이 잘 쉬고 왔습니다. 다음에 또 이용할수 있을 만큼 위치도, 숙소도 모두 만점입니다!"
10331620,명희 석,50, 넘 깨끗하고 편리하고 아침식사 든든해요!!,"도미토리 침대마다 TV, 스텐드, 이어폰잭까지 장착되어 있고, 깨끗한 타올 2장에 칫솔까지, 샤워장에는 고급스러운 세제세트, 더욱 맘에 드는 건 아침식사를 할 수 있게 주방에 마련된 여러가지 음식들(빵,계란,과일,포스트,우유,쥬스...) 두번 이용해봤는데 그때마다 아침 든든하게 먹었어요. 위치가 좋은 건 두말할 나위도 없고, 젊음의 거리가 바로 옆에 있어 먹거리 볼거리도 푸짐했어요. 다음에 또 이용할 생각이예요. 베리베리굿 게스트!!"
10331620,Jiyoung K,50, 늦은 후기. .  넘 좋았어요.,"입구부터 방까지 모든 곳이 넘 깨끗하고 좋았어요. 휴게실?  전망도 청계천이 바로 보이고. <br/>위치도 걸어서 청계천,동대문시장,인사동까지 진짜 편리했어요.<br/>담에 서울에 또 가게되면 다시 하루호스텔에 신세지려고 합니다. <br/>잘 지내다 왔습니다~"
10331620,gutesky,50, 늦은후기지만 남겨요!!,"여자 4명 4인실 사용했어요~호스텔 하루 진짜 진짜 좋아요~메일 확인이 늦어서 후기를 이제서야 남기지만 재방문의사 100퍼센트 입니다~ 제가 직접 골라서 반신반의의 마음으로 예약하고 방문했는데 정말 모두들 만족! 대만족! 우선 너무 깨끗하고 샤워시월,화장실 모두 진짜 청결은 1등이고 쾌적하기까지했어요~위치도 중심 번화가에 바로 있지만 층수가 높아서 전혀 방해받지 않고 잤어요~그리고 저희가 늦은시간에 방문했는데도 직원분이 굉장히 친절히 응대해주시고 다음날 체크아웃할때도 올라와 계셔서 번거롭지 않았어요~ 저희는 정기적으로 모임을 가져 레지던스도 가보고 일반 호텔도 가봤는데 굉장히 저렴한 가격에 최고의 만족을 한 호스텔입니다~앞으로 서울정기모임은 무조건 호스텔 하루요! 강추~~~"
10331620,영주 이,50, 서울 올땐 항상 묵는곳 ,"호스텔 치고는 시설도 굿, 거리간 이동도 편하고 근처에 밥집, 술집이 많은데도 조용한편, 개인티비와 욕실및부엌까지도 예쁘고 냉장고 음식도 편히 먹을수 있고 좋아요. 직업상 잠만 자서 항상 일찍 나와 조식은 한번도 못먹었지만 다음엔 아침까지 있다오고 싶은곳이에요!! 강추해요! 뭣보다 친절친절~~"
10331620,Nari P,50, 정말 좋습니다!,일단 위치가 서울의 중심에 있어서 너무 좋았어요! 이번이 세번째 묵는건데 어머니도 한번 모시고 갔었는데 편히 쉬었어요. 다른때는 친구들이랑 여했갔는데 인사동 청계천 광화문 다 걸어다닐 수 있었고요 그리고 번화가에 위치해서 밤늦게 야식 먹기도 짱 좋아요! 그리고 침구류와 욕실 호텔 수준으로 깨끗하고 좋아요! 깔끔하고 디자인도 예쁘고 일어나면 청계천이 보이고 정말 좋았습니다 ^^ 다음에 여행갈때도 또 묵을 예정이에요~
10331620,효동 이,50, 깔끔하고 교통이편합니다,작년에 첨와서 가격대비 너무깨끗하고 이동하기 정말 편합니다.<br/>쥔장님도 너무 친절하심.<br/>오전에 간편한 조식먹고 서울여행어디든지 가기편한 교통<br/>그리고 청계천이 바루앞이라 저녁에 산책하기도 좋아요
10331620,디엠4471,50, 친구에게 추천하고 싶은 숙소,"1.위치 : 종로, 종각역 4번출구 근처에 위치하여 대중 교통 이용이 편리하고, 관광명소들이 도보 이동이 가능할만큼 위치적 장점이 큽니다.<br/><br/>2.숙소의 청결 : 청소나 위생상태에 신경을 몹시 쓰신 노력이 느껴지며, 욕실상태도 좋습니다.<br/>(다만 갈아입을 옷을 둘만한 옷걸이나 선반이 하나 있었음 했슴돠.단점보다는 개인바램)<br/><br/>3.조식 or 공용키친 : 조식은 패쓰해서 잘 모르지만 안내를 참 친절하게 해주셔서 좋았구요, 공용키친은 간단하게 먹고 마실 수 있는 재료들이 잘 갖춰져있고, 청결상태도 상당히 좋았습니다. 어질른게 없나 두번 정도 살 펴볼 만큼 깨끗!! 했답니다.<br/><br/>4.출입 및 보안 : 도어락이 설치 되어 방, 입구마다 비번이 달랐고, 편리했답니다.ㅋ<br/><br/>5. 친절도 : 짐을 맡길수 있어 감사했고, 친절하셔서 즐겁게 지낼 수 있었습니다.<br/><br/>6. 개인적으로 인테리어도 굿이었습니당.ㅋ<br/><br/>감사합니다.^^<br/>사진은 복도 사진 1장 밖에 못찍었네요 하하. <br/>다음에 다시 가면 꼭 찍어서 그때 쓰는 후기에 첨부하겠습니다.ㅎㅎ "
10331620,정민 옥,50, 딸들이 더 좋아했습니다^^,지난 주말 딸둘과 묵었습니다<br/>여자 셋이라 안전이 최우선이었는데<br/>방마다 도어락 설치되어 좋았어요<br/><br/>시설 깨끗하고 수건도 넉넉하고<br/>무엇보다<br/>스텝분들 너무너무 친절하셨어요<br/><br/>위치가 너무 좋아서 <br/>인사동부터 광장시장까지 다걸어서 다녔구요<br/><br/>매년 애들과 서울 여행가는데<br/>울 딸들은 호스텔 하루가 제일 좋답니다^^<br/><br/>덕분에 잘 쉬었습니다~<br/>
10331620,Jeongsuk H,50, 깨끗한 시설과 따뜻한 배려에 감사드려요!!,아이들과 즐거운 하룻밤이었어요. 깔끔한 방과 각종 세면도구...부족함 없이 지낼 수 있도록 챙겨주셔서 감사드려요. 12층에서 바라본 청계천 뷰도 정말 멋졌어요.<br/>아이들을 재우고 샘들과 차 한 잔 나누며 하루의 피로를 씻기에 충분했답니다.<br/>다음에 또 아이들과 찾아뵐께요~~~^^
10331620,수정 임,50, 친절하고 깔끔한 숙소 : ),종각역 근처에서 일이 있어 1박을 하게 되었는데<br/>위치도 좋고 근처에 맛집이나 카페도 많은 숙소라 바로 예약을 했습니다ㅎ<br/>숙소가 11층이었는데 라운지 뷰도 굉장히 멋있었고 방도 깔끔하고 아늑해서 정말 편하게 잘 쉬다 왔어요~~<br/>다음에 다시 서울 올라와도 숙소를 이곳으로 잡고 싶네요ㅎㅎ 
10331620,김 경,50, 항상 방문합니다,묵을 때마다 항상 만족합니다. 6인실도 샤워실과 파우더룸이 분리되서 헤어드라이를 편하게 할 수 있어요. 다른 사람 자는 시간에 눈치보며 외출 준비해보신 분들은 공감하실 듯요. 출장 때 자주 이용하는데 가족들도 데려오고 싶을 정도로 좋습니다.
10331620,영주 이,50, 훨씬 더 좋아진!! ,일 때문에 또 오랜만에 방문했는데 기존 6층이 아니라 10층으로 확장이전했더라구요. 공동구역도 더 넓고 조식도 나아졌구요. 정말 취향저격!! <br/>이미 단골고객이랍니다! 
10331620,해룡 정,50, 네식구가족나들이~^^,"엄마가 청계천을 넘 보고 싶어했는데<br/>호스텔하루가 모든 것을 해결해 주어서<br/>정말 고마워었요. 깨끗하고 조용한데다<br/>10층도 정말 좋지만 11층 로비는 마루에 옹기종기 마실 나와서 청계천야경을 보며<br/>옛날이야기에~~♡♡♡ 넉넉한 수건과 편안한 잠자리, 엄마가 좋아하는 조식을 자식들이 뺏어 먹어야 했던 해프닝~~^^ 엄마와 누나들과의 첫여행에 좋은추억을 만들어주셔서 정말 감사했습니다. 와이프와 일주일전에  사전답사 왔을때도 정말 좋았어요~^^"
10331620,coolsook,50, 예쁜 라운지와 깨끗한 숙소  ^^,혼자 여행으로 쉬기엔 딱 좋은곳 같아요  깨끗하고  예쁜 라운지가 기분좋은 곳이에요 <br/>모든 시설이 새것처럼 깨끗이 관리되어 기분좋았어요<br/>조식도 맛있었어요
10380258,cyj1004o,10, 호텔침대에서 바늘이 나왔습니다. (a needle was stuck in the bed),"오픈한지 하루 된 호텔이기에 어느정도 부족할꺼라는 예상은 했습니다.<br/>주말 기분좋게 여행을 갔는데 방을 총 3번 변경했습니다.<br/>첫번째 변경한 이유는 침대가 흔들려서 였는데 새로 오픈한 호텔이니 그냥 넘어갈수 있는 부분입니다.<br/>하지만 두번째 방 침대에서 바늘이 나왔습니다.엉덩이쪽에 살짝이지만 피도 났습니다.<br/>뽑을수도 없는 바늘이여서 프론트에 전화해 직원이 확인후 방을 변경해줬습니다.(새벽1~2쯤)<br/><br/>다음날 체크아웃할때 어떤 조치가 있을줄 알았는데 죄송합니다.다음부터는 조심하겠습니다. 가 끝이더군요.<br/>그것도 프론트직원이..<br/>저희가 와인을 준비했다고 말은 했습니다. 여행중인데 와인이라니...<br/>남은 일정이 있었고 이런 경험이 처음이라 소란을 피우면 너무 진상인것 같아서 바로나왔습니다.<br/><br/>그런데 지금 생각하면 그때 일정이 남았어도 큰 소리를 칠껄 그랬습니다. 바늘이 나와서 상처를 입었는데 미안하다는 말뿐이라니..<br/><br/>7월 4일 오후8시쯤 항의 메일을 보냈습니다. 그 다음날 저녁에 전화가 와서 사과하더군요.<br/>그날 당직 책임자가 있었지만 보고가 가지 않았답니다. 월요일이 되어서야 보고를 받았다고 했습니다.<br/>아무리 신규 오픈 호텔이지만 호텔침대에서 바늘이 나온 큰 사건인데 당직 책임자에게 보고가 되지 않았다고 하니 너무나 이해가 가지 않습니다.<br/>월요일에 보고를 받았다고 했으나 저에게 전화가 온것도 7월5일 저녁입니다.<br/>그리고 바늘이 찔렸기에 혹시나 해서 파상풍 주사와 피검사도 했습니다. <br/>보상얘기를 안하시기에 제 입으로 먼저 했습니다. 아마 제가 얘기 안했으면 사과로 끝냈을것 같은 느낌이 들었습니다.<br/><br/>혹시 이 호텔에서 지내시다가 불편한 사항이 있다면 저 처럼 그냥 넘어 가지 마시고 바로바로 컴플레인 하시기 바랍니다.<br/>침대에서 바늘이 나온 사건도 이렇게 조용히, 천천히 처리하려고 하는 호텔이니 그냥 넘어가시면 저처럼 호구됩니다."
